Repository,Created_on,File_Name,File_Path,File_URL,Raw_URL
opensafely/pharmacy-first,2024-06-04T13:45:41Z,pf_variables_library.py,analysis/pf_variables_library.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/pf_variables_library.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/pf_variables_library.py
opensafely/pharmacy-first-data-development,2024-03-01T11:08:50Z,measures_definition_clinical_codes.py,analysis/measures_definition_clinical_codes.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_clinical_codes.py,https://raw.githubusercontent.com/opensafely/pharmacy-first-data-development/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_clinical_codes.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,variable_rsd_helper_functions.py,analysis/dataset_definition_rsd/variable_rsd_helper_functions.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/variable_rsd_helper_functions.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/variable_rsd_helper_functions.py
opensafely/pifu-data-exploration,2025-05-16T08:42:05Z,variable_functions.py,analysis/variable_functions.py,https://github.com/opensafely/pifu-data-exploration/blob/b3e93c753d9372ff8f169595d59c732cc2319ee4/analysis/variable_functions.py,https://raw.githubusercontent.com/opensafely/pifu-data-exploration/b3e93c753d9372ff8f169595d59c732cc2319ee4/analysis/variable_functions.py
opensafely/covid-vaccine-history,2024-10-08T15:30:34Z,dataset_definition_fixed.py,analysis/1-extract/dataset_definition_fixed.py,https://github.com/opensafely/covid-vaccine-history/blob/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_fixed.py,https://raw.githubusercontent.com/opensafely/covid-vaccine-history/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_fixed.py
opensafely/disparities-comparison,2024-02-01T15:50:22Z,dataset_definition_flow_chart.py,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_flow_chart.py,https://raw.githubusercontent.com/opensafely/disparities-comparison/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_flow_chart.py
opensafely/covid-vaccine-history,2024-10-08T15:30:34Z,dataset_definition_varying.py,analysis/1-extract/dataset_definition_varying.py,https://github.com/opensafely/covid-vaccine-history/blob/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_varying.py,https://raw.githubusercontent.com/opensafely/covid-vaccine-history/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_varying.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,dataset_definition_unmatched_comparator.py,analysis/dataset_definition_unmatched_comparator.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_unmatched_comparator.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_unmatched_comparator.py
opensafely/MH_pandemic,2022-01-13T10:52:41Z,dataset_definition_ons_cis_new.py,analysis/dataset_definition_ons_cis_new.py,https://github.com/opensafely/MH_pandemic/blob/4607588afd927be5ea963c6cacfc1514d39aa486/analysis/dataset_definition_ons_cis_new.py,https://raw.githubusercontent.com/opensafely/MH_pandemic/4607588afd927be5ea963c6cacfc1514d39aa486/analysis/dataset_definition_ons_cis_new.py
opensafely/openprompt-hrqol,2023-05-03T08:13:23Z,dataset_definition_lc.py,analysis/dataset_definition_lc.py,https://github.com/opensafely/openprompt-hrqol/blob/71f904943e31bb620716e37699b8026f434de2a0/analysis/dataset_definition_lc.py,https://raw.githubusercontent.com/opensafely/openprompt-hrqol/71f904943e31bb620716e37699b8026f434de2a0/analysis/dataset_definition_lc.py
opensafely/openprompt-vaccine-long-covid,2022-11-03T16:33:24Z,datasets.py,analysis/datasets.py,https://github.com/opensafely/openprompt-vaccine-long-covid/blob/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/datasets.py,https://raw.githubusercontent.com/opensafely/openprompt-vaccine-long-covid/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/datasets.py
opensafely/post-covid-renal,2023-05-02T12:47:56Z,dataset_definition_dates.py,analysis/dataset_definition/dataset_definition_dates.py,https://github.com/opensafely/post-covid-renal/blob/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-renal/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_dates.py
opensafely/pharmacy-first-data-development,2024-03-01T11:08:50Z,measures_definition_pf_consultation_med_counts.py,analysis/measures_definition_pf_consultation_med_counts.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_pf_consultation_med_counts.py,https://raw.githubusercontent.com/opensafely/pharmacy-first-data-development/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/measures_definition_pf_consultation_med_counts.py
opensafely/post-covid-renal,2023-05-02T12:47:56Z,dataset_definition_prevax.py,analysis/dataset_definition/dataset_definition_prevax.py,https://github.com/opensafely/post-covid-renal/blob/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_prevax.py,https://raw.githubusercontent.com/opensafely/post-covid-renal/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_prevax.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,dataset_definition_hx_unmatched_com_no_lc.py,analysis/dataset_definition_hx_unmatched_com_no_lc.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_hx_unmatched_com_no_lc.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_hx_unmatched_com_no_lc.py
opensafely/pharmacy-first,2024-06-04T13:45:41Z,measures_definition_pf_breakdown.py,analysis/measures_definition_pf_breakdown.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_breakdown.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_breakdown.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,covariates.py,analysis/covariates.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/covariates.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/covariates.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,Table_3_NOT_prescribed_ADHD_medication_in_ADHD_group.py,analysis/Table_3_NOT_prescribed_ADHD_medication_in_ADHD_group.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_3_NOT_prescribed_ADHD_medication_in_ADHD_group.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_3_NOT_prescribed_ADHD_medication_in_ADHD_group.py
opensafely/pharmacy-first,2024-06-04T13:45:41Z,pf_dataset.py,analysis/pf_dataset.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/pf_dataset.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/pf_dataset.py
opensafely/isaric-exploration,2023-02-02T17:29:04Z,study_definition_sus.py,analysis/study_definition_sus.py,https://github.com/opensafely/isaric-exploration/blob/63b23df6f85df8991cf38a01afd73d90e59c490c/analysis/study_definition_sus.py,https://raw.githubusercontent.com/opensafely/isaric-exploration/63b23df6f85df8991cf38a01afd73d90e59c490c/analysis/study_definition_sus.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,Table_3_with_ADHD_that_are_NOT_prescribed_ADHD_medication.py,analysis/Table_3_with_ADHD_that_are_NOT_prescribed_ADHD_medication.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_3_with_ADHD_that_are_NOT_prescribed_ADHD_medication.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_3_with_ADHD_that_are_NOT_prescribed_ADHD_medication.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,variables_dates.py,analysis/dataset_definition/variables_dates.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variables_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variables_dates.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,variable_helper_functions.py,analysis/dataset_definition/variable_helper_functions.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variable_helper_functions.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variable_helper_functions.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,variables_cohorts.py,analysis/dataset_definition/variables_cohorts.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variables_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variables_cohorts.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,variables_cohorts.py,analysis/dataset_definition/variables_cohorts.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variables_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/variables_cohorts.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,dataset_definition_matched_cases_updated.py,analysis/dataset_definition_matched_cases_updated.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_matched_cases_updated.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_matched_cases_updated.py
opensafely/qof-diabetes,2022-12-05T16:43:20Z,dataset_definition_dm017.py,analysis/dataset_definition_dm017.py,https://github.com/opensafely/qof-diabetes/blob/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/dataset_definition_dm017.py,https://raw.githubusercontent.com/opensafely/qof-diabetes/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/dataset_definition_dm017.py
opensafely/death-report,2025-03-17T10:54:13Z,measure_practice.py,analysis/measure_practice.py,https://github.com/opensafely/death-report/blob/a16a9b71d8dfb3b52a161e7d955ea99c4c6d6cda/analysis/measure_practice.py,https://raw.githubusercontent.com/opensafely/death-report/a16a9b71d8dfb3b52a161e7d955ea99c4c6d6cda/analysis/measure_practice.py
opensafely/openprompt-vaccine-long-covid,2022-11-03T16:33:24Z,dataset_definition_longcovid_prevaccine.py,analysis/dataset_definition_longcovid_prevaccine.py,https://github.com/opensafely/openprompt-vaccine-long-covid/blob/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/dataset_definition_longcovid_prevaccine.py,https://raw.githubusercontent.com/opensafely/openprompt-vaccine-long-covid/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/dataset_definition_longcovid_prevaccine.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,Patient_table_5_dia_to_med.py,analysis/Patient_table_5_dia_to_med.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Patient_table_5_dia_to_med.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Patient_table_5_dia_to_med.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_unvax.py,analysis/dataset_definition/dataset_definition_unvax.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_unvax.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_unvax.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_dates.py,analysis/dataset_definition/dataset_definition_dates.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_dates.py
opensafely/isaric-exploration,2023-02-02T17:29:04Z,dataset_definition_isaric.py,analysis/dataset_definition_isaric.py,https://github.com/opensafely/isaric-exploration/blob/63b23df6f85df8991cf38a01afd73d90e59c490c/analysis/dataset_definition_isaric.py,https://raw.githubusercontent.com/opensafely/isaric-exploration/63b23df6f85df8991cf38a01afd73d90e59c490c/analysis/dataset_definition_isaric.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,dataset_definition_qc_total_n.py,analysis/dataset_definition_qc_total_n.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_qc_total_n.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_qc_total_n.py
opensafely/asthma_sro,2022-02-07T12:00:24Z,ehrql_codelists_demographic.py,analysis/ehrQL_code/ehrql_codelists_demographic.py,https://github.com/opensafely/asthma_sro/blob/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_codelists_demographic.py,https://raw.githubusercontent.com/opensafely/asthma_sro/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_codelists_demographic.py
opensafely/post-covid-renal,2023-05-02T12:47:56Z,variable_helper_functions.py,analysis/dataset_definition/variable_helper_functions.py,https://github.com/opensafely/post-covid-renal/blob/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/variable_helper_functions.py,https://raw.githubusercontent.com/opensafely/post-covid-renal/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/variable_helper_functions.py
opensafely/openprompt-hrqol,2023-05-03T08:13:23Z,add_tpp_data.py,analysis/add_tpp_data.py,https://github.com/opensafely/openprompt-hrqol/blob/71f904943e31bb620716e37699b8026f434de2a0/analysis/add_tpp_data.py,https://raw.githubusercontent.com/opensafely/openprompt-hrqol/71f904943e31bb620716e37699b8026f434de2a0/analysis/add_tpp_data.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_rsd_vax.py,analysis/dataset_definition_rsd/dataset_definition_rsd_vax.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_vax.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_vax.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,dataset_definition_unmatched_exp_lc.py,analysis/dataset_definition_unmatched_exp_lc.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_unmatched_exp_lc.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/dataset_definition_unmatched_exp_lc.py
opensafely/pharmacy-first,2024-06-04T13:45:41Z,measures_definition_pf_med_counts.py,analysis/measures_definition_pf_med_counts.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_med_counts.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_med_counts.py
opensafely/custom-medication-dictionary-test,2023-06-26T09:22:53Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/custom-medication-dictionary-test/blob/b2275ff487cbab7bb9a0641f86cbe675766b3255/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/custom-medication-dictionary-test/b2275ff487cbab7bb9a0641f86cbe675766b3255/analysis/dataset_definition.py
opensafely/reusable-variables,2024-12-10T13:50:14Z,dataset_definition.py,analysis/PRIMIS/dataset_definition.py,https://github.com/opensafely/reusable-variables/blob/dd18d9c3889c8424852912c769935c919471a9d9/analysis/PRIMIS/dataset_definition.py,https://raw.githubusercontent.com/opensafely/reusable-variables/dd18d9c3889c8424852912c769935c919471a9d9/analysis/PRIMIS/dataset_definition.py
opensafely/disparities-comparison,2024-02-01T15:50:22Z,additional_comorbidities.py,analysis/additional_comorbidities.py,https://github.com/opensafely/disparities-comparison/blob/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/additional_comorbidities.py,https://raw.githubusercontent.com/opensafely/disparities-comparison/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/additional_comorbidities.py
opensafely/death-report,2025-03-17T10:54:13Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/death-report/blob/a16a9b71d8dfb3b52a161e7d955ea99c4c6d6cda/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/death-report/a16a9b71d8dfb3b52a161e7d955ea99c4c6d6cda/analysis/dataset_definition.py
opensafely/pharmacy-first-data-development,2024-03-01T11:08:50Z,dataset_definition_med_status_data_development.py,analysis/dataset_definition_med_status_data_development.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/dataset_definition_med_status_data_development.py,https://raw.githubusercontent.com/opensafely/pharmacy-first-data-development/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/dataset_definition_med_status_data_development.py
opensafely/pharmacy-first,2024-06-04T13:45:41Z,measures_definition_pf_descriptive_stats.py,analysis/measures_definition_pf_descriptive_stats.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_descriptive_stats.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_descriptive_stats.py
opensafely/pharmacy-first,2024-06-04T13:45:41Z,measures_definition_pf_condition_provider.py,analysis/measures_definition_pf_condition_provider.py,https://github.com/opensafely/pharmacy-first/blob/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_condition_provider.py,https://raw.githubusercontent.com/opensafely/pharmacy-first/a5c2e1f5fea54f47ed633d0414ea38f2fd157e32/analysis/measures_definition_pf_condition_provider.py
